""Athens, AL "","34.8283825","-86.91713375"
""Auburn, AL 36830"","32.6848205","-85.4882773112481"
""Birmingham, AL 35203-1103"","33.5206824","-86.8024326"
""Greenville, AL 36037"","31.8295972","-86.6177517"
""Mobile, AL 36606"","30.6943566","-88.0430541"
""Oxford, AL 36203-0000"","33.6149211","-85.8339391"
""Steele, AL 35987"","33.9398202","-86.2016435"
""Buckeye, AZ 85326"","33.377888","-112.572688055066"
""Casa Grande, AZ 85194"","32.8793816","-111.7575614"
""Mayer, AZ 86333"","34.4263875","-112.236723242706"
""Flagstaff, AZ 86001"","35.199458","-111.6514259"
""Gila Bend, AZ 85337"","32.9478267","-112.7168239"
""Holbrook, AZ 86025"","34.9037063","-110.1593164"
""Kingman, AZ 86401"","35.2595991","-113.939444"
""Page, AZ 86040"","36.9148305","-111.4572942"
""Quartzsite, AZ 85346"","33.6639137","-114.2299486"
""Scottsdale, AZ 85254-2421"",,
""Tucson, AZ 85747"","32.2218917","-110.9262353"
""Wickenburg, AZ 85390"","33.9644622707563","-112.747207632026"
""Willcox,  85643-1022"","32.2529138","-109.8315759"
""Yuma, AZ 85364"","32.7253249","-114.624397"
""Little Rock, AR "","34.7464809","-92.2895948"
""Atascadero, CA 93422"","35.4894169","-120.6707255"
""Baker, CA 92309-0000"","35.265804","-116.074677"
""Bakersfield, CA 93314"","35.367223","-119.156771203908"
""Barstow, CA 92311"","34.9044464","-117.0248327"
""Buellton, CA 93427"","34.6134727","-120.1936692"
""Buena Park, CA 90621"","33.8726911497644","-117.990449881984"
""Burbank, CA 91502"","34.1816482","-118.3258554"
""Buttonwillow, CA 93206"","35.3997369","-119.4741041"
""Cabazon, CA 92230"","33.9090305","-116.779534450758"
""Corning, CA 96021"","39.9276572","-122.1791556"
""Crescent City, CA 95531"","41.8528065","-124.149861983096"
""Culver City, CA 90230"","34.0211224","-118.3964665"
""Dublin, CA 94568"","37.7021521","-121.9357918"
""El Centro, CA 92243"","32.7762407","-115.5695494"
""Eureka, CA 95501"","40.8020712","-124.1636729"
""Fish Camp, CA 93623"","37.4785497","-119.6404311"
""Folsom, CA 95630"","38.6779591","-121.1760583"
""Folsom, CA 95630"","38.6779591","-121.1760583"
""Fountain Valley, CA 92708"","33.7038145","-117.9627349"
""Fremont, CA 94538"","37.5482697","-121.9885719"
""Fresno, CA 93722"","36.7295295","-119.708861260756"
""Gilroy, CA 95020"","37.0043879","-121.5668413"
""Groveland, CA 95321"","37.8382608","-120.2326894"
""Gustine, CA 95322"","37.2577171","-120.9988154"
""Coalinga, CA 93210"","36.16099095","-120.294545683097"
""Indio, CA 92203"","33.743765","-116.223315249664"
""Inyokern, CA 93527"","35.6468991","-117.8125674"
""Kettleman City, CA 93239"","36.008937","-119.962676960725"
""Lone Pine, CA 93545"","36.583176","-118.078359294897"
""Hawthorne, CA 90250"","33.911454","-118.34816"
""Mammoth Lakes, CA 93546"","37.6485349","-118.9719679"
""Manteca, CA 95337"","37.7986184","-121.2117148"
""Mojave, CA 93501"",,
""Monterey, CA 93940-6168"","36.5844165","-121.866792946206"
""Seaside, CA 93955"","36.6115062","-121.8418205"
""Mountain View, CA 94043"","37.4069141706778","-122.090369673207"
""Mt. Shasta, CA 96067"","41.4093201","-122.195009"
""Mt. Shasta, CA 96067-2501"","41.309875","-122.310567"
""Napa, CA 94558"","38.30241395","-122.283613115847"
""Needles, CA 92363"","34.8480597","-114.6141316"
""Oxnard, CA 93036"","34.1976308","-119.1803818"
""Petaluma, CA 94952"","38.270022","-122.606122413043"
""Rancho Cucamonga, CA 91739"","34.124487649429","-117.562424848803"
""Redondo Beach, CA 90278"","33.8582725","-118.3778927"
""Riverside,  92501"","33.9533546","-117.3961623"
""Roseville, CA 95678"","38.7499635","-121.2862394"
""Sacramento, CA 95834-0000"","38.5815719","-121.4943996"
""Rocklin, CA 95677"","38.7910763","-121.2374005"
""Salinas, CA 93906-5102"","36.6744117","-121.6550372"
""San Clemente, CA 92672-7706"","33.4321307","-117.6330432"
""San Diego, CA 92121"","32.9010486384019","-117.192656205601"
""San Juan Capistrano, CA 92675"","33.4922767","-117.6389582"
""San Mateo, CA 94403"","37.5380666379476","-122.299495537268"
""San Mateo, CA 94404-1569"","37.5439684","-122.3066789"
""Santa Ana, CA 92705-6607"","33.7559689","-117.8559003"
""Lebec, CA 93243"","34.8401975","-118.892845053761"
""Temecula, CA 92591"","33.4946353","-117.1473661"
""Truckee, CA 96161"","39.327962","-120.1832533"
""Truckee, CA 96161"","39.327962","-120.1832533"
""Twentynine Palms, CA 92277-4125"",,
""Ukiah, CA 95482"","39.1501662","-123.2077861"
""Vacaville, CA 95687"","38.3565773","-121.9877444"
""Yermo, CA 92398"","34.9049849","-116.8203127"
""Brush, CO 80723-2902"","40.2584914","-103.6234736"
""Colorado Springs, CO 80903"","38.8367799753241","-104.822300047692"
""Denver, CO 80239"","39.7391536","-104.9847034"
""Glenwood Springs, CO 81601"","39.5507448","-107.3255001"
""Grand Junction, CO 81505"","39.1133886674237","-108.59959243668"
""Limon, CO 80828"","39.2648545","-103.6931237"
""Lone Tree, CO 80124-5128"","39.5360997","-104.8963682"
""Loveland, CO 80538-9347"","40.3977612","-105.0749801"
""Silverthorne, CO 80498"","39.6571805","-106.082214844024"
""Trinidad, CO 81082"","37.169397","-104.5005411"
""Darien, CT 06820"","41.0787079","-73.4692873"
""Darien, CT 06820"","41.0787079","-73.4692873"
""Greenwich, CT 6830"","41.0264862","-73.6284598"
""Greenwich, CT 6830"","41.0264862","-73.6284598"
""Manchester, CT 06042-8764"","41.7834017","-72.5231973"
""Milford, CT 6460"","41.2223194","-73.0564953"
""Milford, CT 6460"","41.2223194","-73.0564953"
""Milford, CT 6460"","41.2223194","-73.0564953"
""West Hartford, CT 6110"","41.7620447","-72.7420399"
""Lewes, DE 19958-4203"","38.7745565","-75.1393498"
""Newark, DE 19725"","39.6852191","-75.7508289"
""Brandon, FL 33511"","27.937801","-82.2859247"
""DeFuniak Springs, FL 32435"","30.7210227","-86.1152184"
""Florida City, FL "","25.4480101","-80.479102"
""Okeechobee, FL 34972"","27.2517901","-80.8311154"
""Fort Myers, FL 33913"","26.5420408","-81.7841528"
""Lake City, FL 32055"","30.1927694460714","-82.6430221371429"
""Live Oak, FL 32060"","30.2949457","-82.98402"
""Marathon, FL 33050"","24.7137524","-81.0903512"
""Naples, FL 34102-6454"","26.1420358","-81.7948103"
""Ocala, FL 34474"","29.1871986","-82.1400923"
""Pinellas Park,  33782-6203"","27.8599115","-82.7043783401824"
""Plantation, FL 33324"","26.1265258","-80.257861237651"
""Port Orange, FL 32128"","29.10150985","-81.0105538409739"
""Port St. Lucie, FL 34986"","27.3262662978312","-80.4004595664255"
""Sarasota, FL 34238"","27.3364347","-82.5306527"
""St. Augustine, FL 32092"","29.8946952","-81.3145395"
""Tallahassee, FL 32308"","30.4380832","-84.2809332"
""Turkey Lake, FL 32835"","28.5034635","-81.4687825765224"
""West Melbourne, FL 32904-0000"","28.0716832","-80.6533878"
""West Palm Beach, FL 33407"","26.7595661","-80.0600516"
""Atlanta, GA 30363"","33.7490987","-84.3901849"
""Decatur, GA 30033"","33.7737582","-84.296069"
""Augusta, GA 30907"","33.4709714","-81.9748429"
""Kingsland, GA 31548"","30.7999563","-81.6898261"
""Macon, GA 31201"","32.8406946","-83.6324022"
""Savannah, GA 31408"","32.0835407","-81.0998342"
""Tifton, GA 31794"","31.4504629","-83.5084973"
""Boise, ID 83709"","43.61656","-116.200835"
""Coeur d'Alene, ID 83815"","47.716294299122","-116.799193116807"
""Idaho Falls, ID 83402"","43.4935245","-112.0400919"
""Pocatello, ID 83201"","42.8688613","-112.4401098"
""Twin Falls, ID 83301"","42.5704219","-114.4603171"
""Bolingbrook, IL 60440-2250"","41.7003302","-88.0717708"
""Champaign, IL 61822"","40.1164205","-88.2433829"
""Chicago, IL 60657"","41.8755546","-87.6244212"
""Chicago, Illinois 60601-7910"","41.8755546","-87.6244212"
""Chicago, IL 60607"","41.8961978","-87.6553579"
""Highland Park, IL 60035"","42.1816919","-87.8003438"
""Country Club Hills, IL 60478"","41.5680898","-87.7203257"
""Effingham, IL 62401"","39.1201433","-88.54348"
""Mt. Vernon, IL 62864-6750"","38.3172715","-88.9031201"
""Normal, IL 61761"","40.5117699","-88.9944815"
""North Aurora, IL 60542"","41.8061399","-88.3272952"
""Peru, IL 61354"","41.3274302","-89.1288762"
""Rockford, IL 61112"","10.3914072","123.9645331"
""Rolling Meadows, IL 60008-4205"","42.0841936","-88.0131275"
""Skokie, IL 60077"","42.03939755","-87.7523076250966"
""Springfield, IL 62704"","39.7989763","-89.6443688"
""Angola, IN 46703"","41.634874","-84.99928"
""Fort Wayne, IN 46818"","41.1769009","-85.1604777"
""Indianapolis, IN 46201"","39.7683331","-86.1583502"
""Lafayette, IN 47905"","40.4167022","-86.8752869"
""Mishawaka, IN 46545"","41.6619927","-86.1586156"
""Terre Haute, IN 47803"","39.4677052385911","-87.3416290668438"
""Coralville, IA 52241"","41.6764044","-91.5804475"
""Council Bluffs, IA 51501"","41.226028","-95.901592"
""Davenport, IA 52807"","41.5236436","-90.5776368"
""Dows,  50071-8004"","42.6562699","-93.502601"
""West Des Moines, IA 50266"","41.5949432","-93.7558624"
""Colby, KS 67701-3746"","39.395837","-101.052377"
""Goodland, KS 67735"","39.350833","-101.7101722"
""Hays, KS 67601"","38.8791783","-99.3267702"
""Salina, KS 67401"","38.8402805","-97.6114237"
""Topeka, KS 66614"","39.0160354","-95.7208936784216"
""Wichita, KS 67216"","37.6922361","-97.3375448"
""Bowling Green, KY 42104"","36.9903199","-86.4436018"
""Kuttawa, KY 42055-5954"","37.050732","-88.143607"
""Lexington, KY 40509"","38.0464066","-84.4970393"
""London, KY 40741"","37.1289771","-84.0832646"
""Louisville, KY 40205"","38.2542376","-85.759407"
""Alexandria, LA 71301"","55.9873203","-4.581516"
""Baton Rouge, LA 70808"","30.4090371989564","-91.1462540940744"
""Lake Charles, LA 70601"","30.2233917","-93.2151777"
""Monroe, LA 71203"","36.813025","-76.204188"
""Shreveport, LA 71104"","32.5221828","-93.7651944"
""Slidell, LA 70458"","30.2751945","-89.7811745"
""Augusta, ME 4330"","44.310583","-69.779663"
""Brewer, ME 4412"","44.796942","-68.760681"
""Freeport, ME 04032-1217"","43.857307","-70.10376"
""Aberdeen, MD 21001-0000"","39.5084772","-76.1631791"
""Gaithersburg, MD 20878-7306"",,
""Grasonville, MD 21638-1086"","38.9581686","-76.2102288"
""Hagerstown, MD 21740"","39.6419219","-77.7202641"
""La Vale, MD 21502"","39.6645063","-78.8161744087973"
""Laurel, MD 20707"","39.0992752","-76.8483061"
""National Harbor, MD 20745"","38.78343595","-77.0141419981481"
""North East, MD 21901-0000"","39.5616297","-75.92967045"
""Salisbury, MD 21801"","38.3662114","-75.6008881"
""Auburn, MA 1501"","42.1945385","-71.8356271"
""Boston, Massachusetts 02199"","42.3604823","-71.0595678"
""Boston, MA 02125-1663"","42.3604823","-71.0595678"
""Cambridge, MA 02141-2215"","42.3750997","-71.1056157"
""Dedham, MA 2026"","42.2417653","-71.166164"
""Lee, MA 1238"","42.3042537","-73.2481616"
""Leominster, MA 01453-3333"","42.5250906","-71.759794"
""Sagamore Beach, MA 2562"","41.798439","-70.5289179"
""West Springfield, MA 1089"","42.1070383","-72.6203675"
""Ann Arbor, MI 48103"","42.249777","-83.7447781"
""Bay City, MI 48706-9213"","43.5944677","-83.8888648"
""Cadillac, MI 49601"","44.2519526","-85.4011619"
""Grand Rapids, MI 49512"","42.9632405","-85.6678639"
""Lansing, MI 48912"","42.7337712","-84.5553805"
""Livonia, MI 48150-0000"","42.36837","-83.3527097"
""Ludington, MI 49431-7612"","43.95544","-86.452725"
""Marshall, MI 49068-9620"","42.2721367","-84.9642008"
""Port Huron, MI 48060"","42.9815877","-82.440466"
""Roseville, MI 48066-1700"","42.4972583","-82.9371409"
""St. Joseph, MI 49085"","42.109201","-86.4846459"
""Traverse City, Michigan 49684"","44.7521409","-85.6400127"
""Albert Lea, MN 56007"","43.6480127","-93.3682656"
""Baxter, MN 56425"","46.3433005","-94.286666"
""Clearwater, MN 55320"","47.5643825","-95.3747844"
""Duluth, MN 55802"","46.7816044","-92.0950972"
""Hinckley, MN 55037"","46.0113409","-92.9443707"
""Oakdale, MN 55128"","44.9630216","-92.9649361"
""Rochester, MN 55902-2183"","44.0029831","-92.4873821"
""Sherburn, MN 56171-0000"","43.6521779","-94.7269247"
""Worthington, MN 56187"","43.6205056","-95.5956434"
""Grenada, MS 38901-2826"",,
""Meridian, MS 39301"","32.3643098","-88.703656"
""Pearl, MS 39208"","32.2745912","-90.1320311"
""Tupelo, MS 38804-0902"","34.2576067","-88.7033859"
""Columbia, MO 65201"","38.9480314","-92.3071924"
""Independence, MO 64055"","39.0801041","-94.422034"
""Joplin, MO 64804-4447"","37.047993","-94.4744866119627"
""Miner, MO 63801"","36.891441","-89.5384124"
""Osage Beach, MO 65065-3169"","38.1247554","-92.6776852"
""Rolla, MO 65401"","37.940544","-91.770587"
""Springfield, MO 65803-4414"","37.245","-93.262587831179"
""St. Charles, MO 63303"","38.7560336733236","-90.543042723725"
""Big Timber, MT 59011"","45.834901","-109.955311"
""Billings, MT 59102"","45.7874957","-108.49607"
""Bozeman, MT 59715"","45.679984","-111.044675"
""Butte, MT 59701"","46.0131505","-112.5365089"
""Lima, MT 59739"","44.6361718","-112.5912118"
""Missoula, MT 59808"","46.8700801","-113.9952796"
""Superior, MT 59872"","47.1915937","-114.8917978"
""West Yellowstone, MT 59758"","44.6632505","-111.101169"
""Gothenburg, NE 69138-2610"","40.929562","-100.160516"
""Grand Island, NE 68803-9117"","40.924271","-98.338685"
""Lincoln, NE 68521-1196"","40.8","-96.667821"
""Ogallala, NE 69153-3118"","41.128432","-101.719349"
""Sidney, NE 69162-3047"","41.14383","-102.977284"
""Beatty, NV 89003"","36.9124747","-116.754405"
""Elko, NV 89801"","40.8324212","-115.7631233"
""Gardnerville, NV 89410"","38.9415062","-119.7493512"
""Hawthorne, NV 89415"","38.5246441","-118.624578"
""Las Vegas, NV 89119-3240"","36.1662859","-115.149225"
""Las Vegas, NV 89101"","36.1705378278874","-115.101941660779"
""Lovelock, NV 89419"","40.1795267","-118.4741983"
""Primm, NV 89019"","35.6115884","-115.3858615"
""Reno, NV 89502"","39.52927","-119.8136744"
""Stateline, NV 89449"","38.9630669","-119.9399463"
""Tonopah, NV 89049"","38.0681008","-117.2309499"
""West Wendover, NV 89883"","40.7324412232421","-114.095122937329"
""Winnemucca, NV 89446"","40.9729584","-117.7356849"
""Hooksett, NH 3106"","43.096972","-71.465378"
""Hooksett, NH 3106"","43.096972","-71.465378"
""Lincoln, NH 3251"","44.045648","-71.670685"
""Seabrook, NH 3874"","42.88470785","-70.8536778372763"
""West Lebanon, NH 3784"","43.3508432","-70.9764098"
""Burlington, New Jersey 08016-0000"","40.0712218","-74.8648859"
""Cranbury, NJ 8512"","40.3162195","-74.5137645"
""East Brunswick, NJ 8816"","40.4278841","-74.415984"
""Edison, NJ 8837"","40.5382375","-74.3945173450877"
""Egg Harbor Township, NJ 8234"","39.3927588466188","-74.5626142833239"
""Hamilton, NJ 8691"","40.2070573","-74.0812506"
""Paramus, NJ 07652"","40.9116158","-74.0710843"
""Tinton Falls, NJ 7753"","40.2890734","-74.0927967"
""Albuquerque, NM 87107"","35.0841034","-106.6509851"
""Deming,  88030"","32.2686981","-107.7586404"
""Farmington, NM 87402"","36.7304288","-108.2089191"
""Gallup, NM 87301"","35.5292391","-108.7398612"
""Las Vegas, NM 87701"","35.5939325","-105.2238969"
""Santa Fe, NM 87507-4415"","35.6869996","-105.9377997"
""Santa Rosa, NM 88435"","34.93867","-104.6824893"
""Truth or Consequences, NM 87901"","33.1282901935327","-107.251030875114"
""Tucumcari, NM 88401"","35.16668035","-103.738114788607"
""Albany, NY 12205"","42.6511674","-73.754968"
""Binghamton, NY 13905"","42.096968","-75.914341"
""Brooklyn, NY 11249"","40.6501038","-73.9495823"
""Buffalo, NY 14221"","42.8867166","-78.8783922"
""Clinton Corners,  12514-2025"","41.8300933","-73.7623524"
""Erwin, NY 14870"","42.143647","-77.119486"
""Guilderland, NY 12203"","42.704522","-73.911513"
""Queens, NY 11430"","40.6524927","-73.7914214158161"
""Kingston, NY 12401"","41.9287812","-74.0023702"
""Syosset, NY 11791"","40.8262101","-73.502068"
""Newburgh, NY 12550"","41.5008729","-74.0047747"
""Plattsburgh, NY 12901"","44.69670275","-73.4464301307879"
""Queensbury, NY 12804"","43.3772932","-73.6131714"
""Southampton, NY 11968"","40.89478715","-72.38973725"
